faceID,file,graphic,person,situation,bg,shotangle,ID,facecounter,detect,obscured,lighting,headangle,glasses,visorhat,type,time.user.self,time.sys.self,time.elapsed,minX,maxX,minY,maxY,boxID,matchesManual,size,year,court,round,player1,country1,player2,country2,matchDraw,duplicates
2960,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0030.png,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2961,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0031.png,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,Animetrics,0.16,0.01,5.462,209,578,40,409,1,FALSE,136161,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2962,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0032.png,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,Animetrics,0.14,0.02,6.753,210,577,42,409,1,FALSE,134689,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2963,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0033.png,0,1,1,2,0,1889,2,1,0,2,3,0,1,Animetrics,0.14,0.02,5.13,168,242,115,189,1,TRUE,5476,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2964,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0033.png,0,1,1,2,0,1888,1,0,0,2,2,0,0,Google,0.104,0,2.792,421,514,45,153,5,TRUE,10044,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2965,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0033.png,0,1,1,2,0,1888,1,0,0,2,2,0,0,Animetrics,0.14,0.02,5.13,168,242,115,189,1,TRUE,5476,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
2966,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0033.png,0,1,1,2,0,1889,2,1,0,2,3,0,1,Google,0.104,0,2.792,421,514,45,153,5,TRUE,10044,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
2967,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0033.png,0,1,1,2,0,1888,1,0,0,2,2,0,0,Manual,NA,NA,NA,430.8277879,493.7485147,73.9433125,155.5172174,5,TRUE,5132.689384,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2968,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0033.png,0,1,1,2,0,1888,1,0,0,2,2,0,0,Microsoft,0.32,0.02,2.137,177,234,129,186,1,TRUE,3249,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2969,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0033.png,0,1,1,2,0,1889,2,1,0,2,3,0,1,Manual,NA,NA,NA,187.0669157,249.0063832,133.0956948,185.9159249,1,TRUE,3271.656926,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2970,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0033.png,0,1,1,2,0,1889,2,1,0,2,3,0,1,Manual,NA,NA,NA,430.8277879,493.7485147,73.9433125,155.5172174,5,TRUE,5132.689384,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
2971,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0033.png,0,1,1,2,0,1888,1,0,0,2,2,0,0,Manual,NA,NA,NA,187.0669157,249.0063832,133.0956948,185.9159249,1,TRUE,3271.656926,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
2972,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0033.png,0,1,1,2,0,1888,1,0,0,2,2,0,0,Skybiometry,0.01,0,1.606,181.96,227.96,131.985,177.975,1,TRUE,2115.54,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2973,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0033.png,0,1,1,2,0,1889,2,1,0,2,3,0,1,Google,0.104,0,2.792,166,246,103,196,1,TRUE,7440,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2974,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0033.png,0,1,1,2,0,1889,2,1,0,2,3,0,1,Skybiometry,0.01,0,1.606,181.96,227.96,131.985,177.975,1,TRUE,2115.54,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
2975,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0033.png,0,1,1,2,0,1888,1,0,0,2,2,0,0,Google,0.104,0,2.792,166,246,103,196,1,TRUE,7440,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
2976,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0033.png,0,1,1,2,0,1889,2,1,0,2,3,0,1,Microsoft,0.32,0.02,2.137,177,234,129,186,1,TRUE,3249,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
2977,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0034.png,0,1,1,2,0,1890,1,0,0,2,3,0,0,Skybiometry,0,0,1.417,359.96,409.96,73.0125,123.0075,1,TRUE,2499.75,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2978,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0034.png,0,1,1,2,0,1890,1,0,0,2,3,0,0,Animetrics,0.14,0.02,5.281,345,425,55,135,1,TRUE,6400,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2979,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0034.png,0,1,1,2,0,1890,1,0,0,2,3,0,0,Google,0.18,0.008,2.798,352,446,41,151,1,TRUE,10340,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2980,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0034.png,0,1,1,2,0,1890,1,0,0,2,3,0,0,Microsoft,0.33,0.01,2.253,355,413,73,131,1,TRUE,3364,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2981,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0034.png,0,1,1,2,0,1890,1,0,0,2,3,0,0,Manual,NA,NA,NA,363.8524793,446.438436,70.37167154,144.6501201,1,TRUE,6134.356737,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2982,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0035.png,0,1,1,2,0,1891,1,0,0,2,3,0,0,Animetrics,0.17,0.01,5.08,403,479,76,152,1,TRUE,5776,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2983,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0035.png,0,1,1,2,0,1891,1,0,0,2,3,0,0,Google,0.236,0.004,2.876,411,499,58,160,1,TRUE,8976,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2984,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0035.png,0,1,1,2,0,1891,1,0,0,2,3,0,0,Manual,NA,NA,NA,423.2111356,498.0546589,86.87799344,152.9032811,1,TRUE,4941.565155,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2985,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0035.png,0,1,1,2,0,1891,1,0,0,2,3,0,0,Skybiometry,0.01,0,1.338,0.04,38.04,126.99,164.97,4,TRUE,1443.24,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2986,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0035.png,0,1,1,2,0,1891,1,0,0,2,3,0,0,Skybiometry,0.01,0,1.338,418,466,93.9825,141.9975,1,TRUE,2304.72,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2987,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0035.png,0,1,1,2,0,1892,2,1,1,2,3,0,1,Google,0.236,0.004,2.876,411,499,58,160,1,TRUE,8976,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
2988,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0035.png,0,1,1,2,0,1892,2,1,1,2,3,0,1,Skybiometry,0.01,0,1.338,0.04,38.04,126.99,164.97,4,TRUE,1443.24,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
2989,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0035.png,0,1,1,2,0,1891,1,0,0,2,3,0,0,Manual,NA,NA,NA,2.538918641,59.31676388,131.4450626,179.3133961,4,TRUE,2717.860831,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2990,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0035.png,0,1,1,2,0,1892,2,1,1,2,3,0,1,Manual,NA,NA,NA,2.538918641,59.31676388,131.4450626,179.3133961,4,TRUE,2717.860831,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
2991,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0035.png,0,1,1,2,0,1892,2,1,1,2,3,0,1,Skybiometry,0.01,0,1.338,418,466,93.9825,141.9975,1,TRUE,2304.72,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
2992,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0035.png,0,1,1,2,0,1891,1,0,0,2,3,0,0,Google,0.236,0.004,2.876,0,61,97,182,4,TRUE,5185,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2993,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0035.png,0,1,1,2,0,1892,2,1,1,2,3,0,1,Google,0.236,0.004,2.876,0,61,97,182,4,TRUE,5185,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
2994,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0035.png,0,1,1,2,0,1892,2,1,1,2,3,0,1,Animetrics,0.17,0.01,5.08,403,479,76,152,1,TRUE,5776,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
2995,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0035.png,0,1,1,2,0,1892,2,1,1,2,3,0,1,Manual,NA,NA,NA,423.2111356,498.0546589,86.87799344,152.9032811,1,TRUE,4941.565155,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
2996,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0035.png,0,1,1,2,0,1892,2,1,1,2,3,0,1,Microsoft,0.38,0.04,2.044,414,468,93,147,1,TRUE,2916,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2997,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0035.png,0,1,1,2,0,1891,1,0,0,2,3,0,0,Microsoft,0.38,0.04,2.044,414,468,93,147,1,TRUE,2916,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
2998,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0036.png,0,1,1,2,0,1893,1,1,1,2,3,1,1,Google,0.176,0.008,2.791,412,473,74,145,1,TRUE,4331,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
2999,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0036.png,0,1,1,2,0,1893,1,1,1,2,3,1,1,Microsoft,0.27,0.01,2.129,415,453,103,141,1,TRUE,1444,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3000,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0036.png,0,1,1,2,0,1894,2,0,1,2,3,0,0,Google,0.176,0.008,2.791,412,473,74,145,1,TRUE,4331,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3001,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0036.png,0,1,1,2,0,1894,2,0,1,2,3,0,0,Microsoft,0.27,0.01,2.129,415,453,103,141,1,TRUE,1444,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3002,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0036.png,0,1,1,2,0,1893,1,1,1,2,3,1,1,Manual,NA,NA,NA,418.0495133,467.0849251,96.78178659,146.3007523,1,TRUE,2428.182875,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3003,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0036.png,0,1,1,2,0,1893,1,1,1,2,3,1,1,Manual,NA,NA,NA,144.4835317,187.0669157,76.9742003,121.5412694,3,TRUE,1897.816617,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3004,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0036.png,0,1,1,2,0,1894,2,0,1,2,3,0,0,Manual,NA,NA,NA,144.4835317,187.0669157,76.9742003,121.5412694,3,TRUE,1897.816617,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3005,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0036.png,0,1,1,2,0,1894,2,0,1,2,3,0,0,Manual,NA,NA,NA,418.0495133,467.0849251,96.78178659,146.3007523,1,TRUE,2428.182875,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3006,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0037.png,0,1,1,2,0,1895,1,0,1,2,3,0,0,Microsoft,0.27,0.01,2.172,348,391,107,150,1,TRUE,1849,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3007,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0037.png,0,1,1,2,0,1895,1,0,1,2,3,0,0,Manual,NA,NA,NA,344.4963957,396.1126186,96.78178659,154.5539133,1,TRUE,2981.97897,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3008,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0037.png,0,1,1,2,0,1895,1,0,1,2,3,0,0,Skybiometry,0,0.01,1.666,351,389,108.99,146.97,1,TRUE,1443.24,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3009,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0037.png,0,1,1,2,0,1895,1,0,1,2,3,0,0,Google,0.104,0.008,2.674,338,401,80,153,1,TRUE,4599,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3010,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1896,1,0,1,2,3,0,0,Google,0.172,0.008,2.905,318,402,39,137,1,TRUE,8232,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3011,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1896,1,0,1,2,3,0,0,Skybiometry,0,0.01,1.531,576.96,608.96,79.9875,111.9825,2,TRUE,1023.84,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3012,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1896,1,0,1,2,3,0,0,Animetrics,0.16,0,10.125,571,610,75,114,2,TRUE,1521,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3013,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1896,1,0,1,2,3,0,0,Animetrics,0.16,0,10.125,326,406,53,133,1,TRUE,6400,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3014,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1896,1,0,1,2,3,0,0,Google,0.172,0.008,2.905,562,616,61,123,2,TRUE,3348,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3015,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1896,1,0,1,2,3,0,0,Skybiometry,0,0.01,1.531,343.04,391.04,73.0125,121.0275,1,TRUE,2304.72,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3016,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1896,1,0,1,2,3,0,0,Microsoft,0.28,0,2.231,339,396,69,126,1,TRUE,3249,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3017,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1897,2,1,0,2,0,0,1,Manual,NA,NA,NA,325.140312,390.9509963,72.02230373,131.4450626,1,TRUE,3910.652424,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3018,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1897,2,1,0,2,0,0,1,Animetrics,0.16,0,10.125,546,630,53,137,2,TRUE,7056,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3019,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1896,1,0,1,2,3,0,0,Manual,NA,NA,NA,325.140312,390.9509963,72.02230373,131.4450626,1,TRUE,3910.652424,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3020,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1896,1,0,1,2,3,0,0,Animetrics,0.16,0,10.125,546,630,53,137,2,TRUE,7056,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3021,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1897,2,1,0,2,0,0,1,Google,0.172,0.008,2.905,562,616,61,123,2,TRUE,3348,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3022,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1897,2,1,0,2,0,0,1,Skybiometry,0,0.01,1.531,343.04,391.04,73.0125,121.0275,1,TRUE,2304.72,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3023,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1897,2,1,0,2,0,0,1,Microsoft,0.28,0,2.231,339,396,69,126,1,TRUE,3249,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3024,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1897,2,1,0,2,0,0,1,Animetrics,0.16,0,10.125,326,406,53,133,1,TRUE,6400,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3025,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1897,2,1,0,2,0,0,1,Manual,NA,NA,NA,569.0269655,611.6103494,78.62483249,118.2400051,2,TRUE,1686.948104,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3026,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1897,2,1,0,2,0,0,1,Microsoft,0.28,0,2.231,574,610,77,113,2,TRUE,1296,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3027,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1896,1,0,1,2,3,0,0,Manual,NA,NA,NA,569.0269655,611.6103494,78.62483249,118.2400051,2,TRUE,1686.948104,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3028,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1896,1,0,1,2,3,0,0,Microsoft,0.28,0,2.231,574,610,77,113,2,TRUE,1296,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3029,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1897,2,1,0,2,0,0,1,Google,0.172,0.008,2.905,318,402,39,137,1,TRUE,8232,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3030,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1897,2,1,0,2,0,0,1,Animetrics,0.16,0,10.125,571,610,75,114,2,TRUE,1521,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3031,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0038.png,0,1,1,2,0,1897,2,1,0,2,0,0,1,Skybiometry,0,0.01,1.531,576.96,608.96,79.9875,111.9825,2,TRUE,1023.84,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3032,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0039.png,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3033,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0040.png,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,Animetrics,0.16,0.01,5.914,210,562,44,396,1,FALSE,123904,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3034,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0041.png,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,Animetrics,0.22,0.02,5.454,209,569,40,400,1,FALSE,129600,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3035,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0042.png,0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3036,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0043.png,0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3037,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0044.png,0,1,1,2,0,1898,1,1,0,2,3,1,1,Manual,NA,NA,NA,379.3373461,447.7288415,75.32356811,141.3488557,1,TRUE,4515.568152,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3038,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0044.png,0,1,1,2,0,1898,1,1,0,2,3,1,1,Animetrics,0.14,0.02,5.414,354,426,68,140,1,TRUE,5184,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3039,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0044.png,0,1,1,2,0,1899,2,0,0,2,3,0,0,Manual,NA,NA,NA,379.3373461,447.7288415,75.32356811,141.3488557,1,TRUE,4515.568152,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3040,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0044.png,0,1,1,2,0,1899,2,0,0,2,3,0,0,Animetrics,0.14,0.02,5.414,354,426,68,140,1,TRUE,5184,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3041,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0044.png,0,1,1,2,0,1899,2,0,0,2,3,0,0,Skybiometry,0.01,0,1.431,650.04,692.04,136.0125,177.9975,2,TRUE,1763.37,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3042,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0044.png,0,1,1,2,0,1899,2,0,0,2,3,0,0,Microsoft,0.35,0.03,2.065,646,692,138,184,2,TRUE,2116,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3043,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0044.png,0,1,1,2,0,1899,2,0,0,2,3,0,0,Microsoft,0.35,0.03,2.065,366,417,85,136,1,TRUE,2601,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3044,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0044.png,0,1,1,2,0,1899,2,0,0,2,3,0,0,Skybiometry,0.01,0,1.431,369,415,85.005,130.995,1,TRUE,2115.54,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3045,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0044.png,0,1,1,2,0,1898,1,1,0,2,3,1,1,Manual,NA,NA,NA,660.6457612,720.0044176,141.3488557,192.5184536,2,TRUE,3037.35858,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3046,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0044.png,0,1,1,2,0,1898,1,1,0,2,3,1,1,Microsoft,0.35,0.03,2.065,646,692,138,184,2,TRUE,2116,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3047,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0044.png,0,1,1,2,0,1899,2,0,0,2,3,0,0,Google,0.204,0,3.505,645,723,112,204,2,TRUE,7176,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3048,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0044.png,0,1,1,2,0,1898,1,1,0,2,3,1,1,Google,0.204,0,3.505,645,723,112,204,2,TRUE,7176,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
3049,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0044.png,0,1,1,2,0,1899,2,0,0,2,3,0,0,Google,0.204,0,3.505,364,452,45,147,1,TRUE,8976,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,FALSE
3050,2016_CT8_R02_MPuig_PUR_vs_KPliskova_CZE_WS210_clip.0044.png,0,1,1,2,0,1898,1,1,0,2,3,1,1,Google,0.204,0,3.505,364,452,45,147,1,TRUE,8976,2016,CT8,R02,MPuig,PUR,KPliskova,CZE,WS210,TRUE
