"file","graphic","person","situation","bg","shotangle","boxID","ID","facecounter","detect","obscured","lighting","headangle","glasses","visorhat","type","time.user.self","time.sys.self","time.elapsed","minX","maxX","minY","maxY","matchesManual","size","year","court","round","player1","country1","player2","country2","matchDraw","duplicates"
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0032.png","Live image","Person","Court in play","Logo wall","Player Shoulder Height",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0033.png","Live image","Person","Court in play","Logo wall","Upward Angle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0034.png","Live image","Person","Court in play","Crowd","Birds Eye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0035.png","Live image","Person","Court in play","Crowd","Birds Eye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0036.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1663,1,"Player","Yes","Shaded","Profile","No","Yes","Manual",NA,NA,NA,386.1118371,442.8724696,77.97542749,132.392107,TRUE,3088.725148,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0036.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1663,1,"Player","Yes","Shaded","Profile","No","Yes","Google",0.096,0.004,2.995,383,449,47,125,TRUE,5148,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0037.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1664,1,"Player","Yes","Shaded","Other","No","Yes","Manual",NA,NA,NA,409.8721019,463.992705,66.07177885,122.1889796,TRUE,3037.096749,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0037.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1664,1,"Player","Yes","Shaded","Other","No","Yes","Google",0.104,0.008,2.969,404,471,39,117,TRUE,5226,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0038.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1665,1,"Player","Yes","Shaded","Profile","No","Yes","Google",0.112,0.008,2.621,362,434,42,125,TRUE,5976,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0038.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1665,1,"Player","Yes","Shaded","Profile","No","Yes","Manual",NA,NA,NA,364.9916018,411.1921166,64.37125761,125.5900221,TRUE,2828.338435,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0039.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",3,1666,1,"Player","No","Partially shaded","Other","No","No","Google",0.108,0.004,2.79,371,460,12,115,TRUE,9167,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0039.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",3,1666,1,"Player","No","Partially shaded","Other","No","No","Manual",NA,NA,NA,379.5117636,440.2324402,47.36604527,110.2853309,TRUE,3820.501595,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0040.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1667,1,"Player","No","Partially shaded","Other","No","No","Manual",NA,NA,NA,411.1921166,475.8728374,94.98063984,149.3973193,TRUE,3519.710051,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0041.png","Live image","Person","Court in play","Crowd","Birds Eye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0042.png","Live image","Person","Court in play","Crowd","Birds Eye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0043.png","Live image","Person","Court in play","Crowd","Upward Angle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0044.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1668,1,"Player","Yes","Partially shaded","Profile","No","No","Manual",NA,NA,NA,339.9113223,400.6319989,72.87386379,128.9910645,TRUE,3407.474396,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0044.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1670,3,"Player","Yes","Partially shaded","Profile","No","No","Manual",NA,NA,NA,339.9113223,400.6319989,72.87386379,128.9910645,TRUE,3407.474396,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",TRUE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0044.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1670,3,"Player","Yes","Partially shaded","Profile","No","No","Manual",NA,NA,NA,339.9113223,400.6319989,72.87386379,128.9910645,TRUE,3407.474396,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",TRUE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0044.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",4,1671,4,"Other staff on court","Yes","Shaded","Other","Yes","Yes","Manual",NA,NA,NA,482.4729109,527.353411,113.6863734,163.0014892,TRUE,2213.28706,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0044.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1670,3,"Player","Yes","Partially shaded","Profile","No","No","Manual",NA,NA,NA,339.9113223,400.6319989,72.87386379,128.9910645,TRUE,3407.474396,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",TRUE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0044.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1668,1,"Player","Yes","Partially shaded","Profile","No","No","Manual",NA,NA,NA,339.9113223,400.6319989,72.87386379,128.9910645,TRUE,3407.474396,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",TRUE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0044.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1669,2,"Player","Yes","Partially shaded","Profile","No","No","Manual",NA,NA,NA,339.9113223,400.6319989,72.87386379,128.9910645,TRUE,3407.474396,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",TRUE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0044.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1669,2,"Player","Yes","Partially shaded","Profile","No","No","Manual",NA,NA,NA,339.9113223,400.6319989,72.87386379,128.9910645,TRUE,3407.474396,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",TRUE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0044.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1668,1,"Player","Yes","Partially shaded","Profile","No","No","Manual",NA,NA,NA,339.9113223,400.6319989,72.87386379,128.9910645,TRUE,3407.474396,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",TRUE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0044.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1669,2,"Player","Yes","Partially shaded","Profile","No","No","Manual",NA,NA,NA,339.9113223,400.6319989,72.87386379,128.9910645,TRUE,3407.474396,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",TRUE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0045.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0046.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1672,1,"Player","Yes","Partially shaded","Other","No","Yes","Google",0.136,0.004,2.951,362,443,21,116,TRUE,7695,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0046.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1672,1,"Player","Yes","Partially shaded","Other","No","Yes","Manual",NA,NA,NA,362.3515723,427.0322931,55.86865144,118.7879371,TRUE,4069.664749,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0046.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1672,1,"Player","Yes","Partially shaded","Other","No","Yes","Microsoft",0.25,0.02,2.209,383,437,55,109,TRUE,2916,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0047.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0048.png","Live image","Person","Court in play","Crowd","Birds Eye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0049.png","Live image","Person","Court in play","Crowd","Birds Eye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0050.png","Live image","Person","Court in play","Crowd","Birds Eye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0051.png","Live image","Person","Court in play","Crowd","Birds Eye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0052.png","Live image","Person","Court in play","Crowd","Birds Eye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0053.png","Live image","Person","Court in play","Logo wall","Player Shoulder Height",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0054.png","Live image","Person","Court in play","Crowd","Birds Eye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0055.png","Live image","Person","Court in play","Crowd","Birds Eye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_DThiem_AUT_vs_LMayer_ARG_MS121_clip.0056.png","Live image","Person","Court in play","Logo wall","Player Shoulder Height",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","DThiem","AUT","LMayer","ARG","MS121",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0001.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0002.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1673,1,"Player","No","Partially shaded","Profile","No","No","Google",0.104,0,2.832,285,352,94,171,TRUE,5159,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0002.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,1673,1,"Player","No","Partially shaded","Profile","No","No","Manual",NA,NA,NA,287.1107339,341.231337,118.7879371,171.5040954,TRUE,2853.03028,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0003.png","Live image","Person","Court in play","Crowd","Birds Eye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0004.png","Live image","Person","Court in play","Logo wall","Player Shoulder Height",1,1674,1,"Player","No","Partially shaded","Profile","No","No","Manual",NA,NA,NA,322.7511311,359.7115429,42.26448156,91.57959737,TRUE,1822.706988,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0005.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0006.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",4,1675,1,"Player","No","Partially shaded","Other","No","No","Manual",NA,NA,NA,400.6319989,458.7126461,93.2801186,152.7983618,TRUE,3456.858085,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0006.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",4,1675,1,"Player","No","Partially shaded","Other","No","No","Google",0.108,0.004,2.845,398,474,70,157,TRUE,6612,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0007.png","Live image","Person","Court in play","Logo wall","Player Shoulder Height",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0008.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0009.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",2,1676,1,"Player","No","Partially shaded","Profile","No","No","Manual",NA,NA,NA,409.8721019,463.992705,35.46239663,93.2801186,TRUE,3129.129983,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0009.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",2,1676,1,"Player","No","Partially shaded","Profile","No","No","Google",0.128,0.008,2.618,400,470,10,92,TRUE,5740,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0010.png","Live image","Person","Court in play","Crowd","Birds Eye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0011.png","Live image","Person","Court in play","Crowd","Birds Eye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0012.png","Live image","Person","Court player close-up","Crowd","Player Shoulder Height",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0013.png","Live image","Person","Court player close-up","Crowd","Player Shoulder Height",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0014.png","Live image","Person","Off court close up of player","Crowd","Player Shoulder Height",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0015.png","Live image","Person","Court player close-up","Crowd","Player Shoulder Height",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0016.png","Live image","Person","Off court close up of player","Logo wall","Player Shoulder Height",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0017.png","Live image","Person","Off court close up of player","Logo wall","Player Shoulder Height",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0018.png","Live image","Person","Off court close up of player","Logo wall","Player Shoulder Height",1,1677,1,"Player","No","Partially shaded","Front on","No","No","Microsoft",0.29,0,3.274,358,445,102,189,TRUE,7569,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0018.png","Live image","Person","Off court close up of player","Logo wall","Player Shoulder Height",1,1677,1,"Player","No","Partially shaded","Front on","No","No","Skybiometry",0,0.01,1.456,363,437,108.99,182.97,TRUE,5474.52,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0018.png","Live image","Person","Off court close up of player","Logo wall","Player Shoulder Height",1,1677,1,"Player","No","Partially shaded","Front on","No","No","Manual",NA,NA,NA,349.1514252,453.4325873,110.2853309,203.8139989,TRUE,9753.278189,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0018.png","Live image","Person","Off court close up of player","Logo wall","Player Shoulder Height",1,1677,1,"Player","No","Partially shaded","Front on","No","No","Google",0.104,0,3.341,334,469,62,219,TRUE,21195,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0018.png","Live image","Person","Off court close up of player","Logo wall","Player Shoulder Height",1,1677,1,"Player","No","Partially shaded","Front on","No","No","Animetrics",0.16,0.01,5.367,358,442,98,182,TRUE,7056,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0019.png","Live image","Person","Off court close up of player","Logo wall","Player Shoulder Height",1,1678,1,"Player","Yes","Partially shaded","Front on","No","No","Google",0.1,0,2.73,337,493,36,217,TRUE,28236,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0019.png","Live image","Person","Off court close up of player","Logo wall","Player Shoulder Height",1,1678,1,"Player","Yes","Partially shaded","Front on","No","No","Microsoft",0.27,0.04,2.802,367,469,94,196,TRUE,10404,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0019.png","Live image","Person","Off court close up of player","Logo wall","Player Shoulder Height",1,1678,1,"Player","Yes","Partially shaded","Front on","No","No","Manual",NA,NA,NA,350.47144,473.2328079,101.7827248,200.4129564,TRUE,12107.98215,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0020.png","Live image","Person","Off court close up of player","Logo wall","Player Shoulder Height",1,3,1,"Player","Yes","Shaded","Other","No","No","Manual",NA,NA,NA,342.8368138,463.2324698,43.36758199,197.1300503,TRUE,18512.33324,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0020.png","Live image","Person","Off court close up of player","Logo wall","Player Shoulder Height",1,3,1,"Player","Yes","Shaded","Other","No","No","Google",0.096,0,2.604,338,457,45,183,TRUE,16422,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0021.png","Live image","Person","Off court close up of player","Logo wall","Player Shoulder Height",1,5,1,"Player","No","Shaded","Other","No","No","Manual",NA,NA,NA,379.6529773,492.7925892,45.28197778,171.3055812,TRUE,14258.26158,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0022.png","Live image","Person","Off court close up of player","Logo wall","Player Shoulder Height",1,6,1,"Player","No","Shaded","Profile","No","No","Manual",NA,NA,NA,462.4125082,581.8376541,72.01425729,224.7701402,TRUE,18242.8936,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0022.png","Live image","Person","Off court close up of player","Logo wall","Player Shoulder Height",1,6,1,"Player","No","Shaded","Profile","No","No","Google",0.08,0.012,2.633,454,580,81,228,TRUE,18522,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0023.png","Live image","Person","Court in play","Crowd","Birds Eye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0024.png","Live image","Person","Court in play","Crowd","Birds Eye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0025.png","Live image","Person","Court in play","Logo wall","Player Shoulder Height",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0026.png","Live image","Person","Court in play","Logo wall","Player Shoulder Height",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0027.png","Live image","Person","Off court close up of player","Logo wall","Player Shoulder Height",1,1679,1,"Player","No","Partially shaded","Profile","No","No","Google",0.096,0,2.73,310,444,28,184,TRUE,20904,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
"2016_CT8_R01_GMuller_LUX_vs_FFognini_ITA_MS160_clip.0027.png","Live image","Person","Off court close up of player","Logo wall","Player Shoulder Height",1,1679,1,"Player","No","Partially shaded","Profile","No","No","Manual",NA,NA,NA,320.1111016,413.832146,84.77751243,176.6056591,TRUE,8606.229811,2016,"CT8","R01","GMuller","LUX","FFognini","ITA","MS160",FALSE
